Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Mænd;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";17191;12,038310666;;;;86,914623594;4,345731180
Kvinder, 55 - 64 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5734;12,582038161;;;;79,404019541;3,970200977
Kvinder, 55 - 64 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5734;-3,381506348;;;;85,789203478;4,289460174
Kvinder, 45 - 54 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";6587;11,197034679;;;;79,305572634;3,965278632
Kvinder, 45 - 54 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";6592;-0,724768787;;;;85,983106291;4,299155315
Kvinder, 35 - 44 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";4448;0,375579181;;;;78,536376864;3,926818843
Kvinder, 35 - 44 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";4454;-1,476586334;;;;85,928234654;4,296411733
Kvinder, 25 - 34 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2460;-11,494852335;;;;77,692619227;3,884630961
Kvinder, 25 - 34 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2461;-20,665093537;;;;84,527755518;4,226387776
Kvinder, 18 - 24 år;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";716;-73,096949108;;;;73,313903969;3,665695198
Kvinder, 18 - 24 år;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";718;-74,259603874;;;;80,616143596;4,030807180
Kvinder;Hvornår opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvornår du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";19945;-3,289123700;;;;78,275887509;3,913794375
Kvinder;Hvordan opgaver løses;Indflydelse;2018;Score;"Spørgsmål: Hvor ofte har du indflydelse på, hvordan du løser dine arbejdsopgaver?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";19959;-12,038310666;;;;85,157383936;4,257869197
Mænd, 55 - 64 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";5156;-1,493954032;;;;36,012767730;1,800638387
Mænd, 55 - 64 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";5213;23,632639160;;;;39,258336709;1,962916835
Mænd, 45 - 54 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";5525;-3,475146254;;;;36,126626681;1,806331334
Mænd, 45 - 54 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";5577;-4,016404288;;;;41,116411742;2,055820587
Mænd, 35 - 44 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";3746;22,057152454;;;;34,659287620;1,732964381
Mænd, 35 - 44 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";3763;29,637504189;;;;38,854796897;1,942739845
Mænd, 25 - 34 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";2115;33,001263763;;;;34,030330463;1,701516523
Mænd, 25 - 34 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";2126;21,362917673;;;;39,410866862;1,970543343
Mænd, 18 - 24 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";707;63,353537894;;;;32,285987819;1,614299391
Mænd, 18 - 24 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";709;57,319904823;;;;36,994480189;1,849724009
Mænd;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";17249;17,839607859;;;;34,901669553;1,745083478
Mænd;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";17388;20,897163168;;;;39,442166564;1,972108328
Kvinder, 55 - 64 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";5702;-33,446133153;;;;37,849056779;1,892452839
Kvinder, 55 - 64 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";5761;11,571255640;;;;40,068887556;2,003444378
Kvinder, 45 - 54 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";6588;-33,194753307;;;;37,834610001;1,891730500
Kvinder, 45 - 54 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";6647;-22,878043657;;;;42,383954370;2,119197718
Kvinder, 35 - 44 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";4474;-30,261863244;;;;37,666057055;1,883302853
Kvinder, 35 - 44 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";4504;-25,495894927;;;;42,559879591;2,127993980
Kvinder, 25 - 34 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";2497;-7,529474501;;;;36,359628585;1,817981429
Kvinder, 25 - 34 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";2512;-42,680095177;;;;43,714694712;2,185734736
Kvinder, 18 - 24 år;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";761;66,553866847;;;;32,102065183;1,605103259
Kvinder, 18 - 24 år;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";765;-24,148636686;;;;42,469340947;2,123467047
Kvinder;Bekymret for forflyttelse;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du mod din vilje forflyttes til andet arbejde?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";20022;-17,839607859;;;;36,952151082;1,847607554
Kvinder;Bekymret for arbejdsløshed;Jobusikkerhed;2018;Score;"Spørgsmål: I hvilken grad er du bekymret for, at du bliver arbejdsløs?

- 1. I meget ringe grad
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. I meget høj grad

I resultaterne præsenteres den gennemsnitlige score (1-5).";20189;-20,897163168;;;;42,250834952;2,112541748
Mænd, 55 - 64 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5197;26,406650892;;;;82,059392370;4,102969619
Mænd, 45 - 54 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5544;-16,897813844;;;;79,756066799;3,987803340
Mænd, 35 - 44 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";3716;-15,917791511;;;;79,808193306;3,990409665
Mænd, 25 - 34 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2081;25,020622914;;;;81,985670787;4,099283539
Mænd, 18 - 24 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";679;71,439628582;;;;84,454655993;4,222732800
Mænd;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";17217;9,252368619;;;;81,146971509;4,057348575
Kvinder, 55 - 64 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5723;-5,450095289;;;;80,364960663;4,018248033
Kvinder, 45 - 54 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";6586;-28,560371418;;;;79,135745840;3,956787292
Kvinder, 35 - 44 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";4459;-20,580697771;;;;79,560177512;3,978008876
Kvinder, 25 - 34 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2466;8,081871857;;;;81,084713838;4,054235692
Kvinder, 18 - 24 år;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";725;34,184082175;;;;82,473066952;4,123653348
Kvinder;Kollegial anerkendelse;Kollegial anerkendelse;2018;Score;"Spørgsmål: Hvor ofte anerkender du og dine kolleger hinanden i arbejdet?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";19959;-9,252368619;;;;80,162721161;4,008136058
Mænd, 55 - 64 år;Kollegialt samarbejde;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte samarbejder du og dine kolleger, når der opstår problemer, som kræver løsninger?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5199;-32,272220743;;;;83,396332074;4,169816604
Mænd, 55 - 64 år;Kollegial hjælp;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte hjælper du og dine kolleger hinanden med at opnå det bedst mulige resultat?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5199;-6,190537639;;;;83,861866744;4,193093337
Mænd, 45 - 54 år;Kollegialt samarbejde;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte samarbejder du og dine kolleger, når der opstår problemer, som kræver løsninger?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5536;-19,714078548;;;;83,946484198;4,197324210
Mænd, 45 - 54 år;Kollegial hjælp;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte hjælper du og dine kolleger hinanden med at opnå det bedst mulige resultat?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";5545;-18,735550644;;;;83,258690981;4,162934549
Mænd, 35 - 44 år;Kollegialt samarbejde;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte samarbejder du og dine kolleger, når der opstår problemer, som kræver løsninger?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";3709;-7,972488636;;;;84,460864472;4,223043224
Mænd, 35 - 44 år;Kollegial hjælp;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte hjælper du og dine kolleger hinanden med at opnå det bedst mulige resultat?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";3719;-13,710901351;;;;83,500280740;4,175014037
Mænd, 25 - 34 år;Kollegialt samarbejde;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte samarbejder du og dine kolleger, når der opstår problemer, som kræver løsninger?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2066;19,733846120;;;;85,674634684;4,283731734
Mænd, 25 - 34 år;Kollegial hjælp;Kollegial støtte og samarbejde;2018;Score;"Spørgsmål: Hvor ofte hjælper du og dine kolleger hinanden med at opnå det bedst mulige resultat?

- 1. Aldrig
- 2. Sjældent
- 3. Sommetider
- 4. Ofte
- 5. Altid

I resultaterne præsenteres den gennemsnitlige score (1-5).";2080;30,774840591;;;;85,639196127;4,281959806
